ArtistID,Main Artist,Spotify Found,Full Name,Country,Birth Date,Group Members,Found Wiki,Wiki URL,Gender,Cleaned Main Artist,US State,State ID
A593,Amerie,1.0,,United States,1980-01-12,1.0,1,https://en.wikipedia.org/wiki/Amerie,F,Amerie,New York,NY
A594,Isyss,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Isyss,,Isyss,California,CA
A595,Irv Gotti,0.0,,United States,1970-06-26,1.0,1,https://en.wikipedia.org/wiki/Irv_Gotti,,Irv Gotti,New York,NY
A596,Angie Martinez,1.0,,United States,1971-01-09,1.0,1,https://en.wikipedia.org/wiki/Angie_Martinez,M,Angie Martinez,New York,NY
A597,Soluna,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Soluna,,Soluna,California,CA
A598,Elvis Presley ,1.0,Elvis Aaron Presley[a],United States,1935-01-08,1.0,1,https://en.wikipedia.org/wiki/Elvis_Presley,M,Elvis Presley,Mississippi,MS
A599,Kelly Osbourne,1.0,Kelly Michelle Lee Osbourne,United Kingdom,1984-10-27,1.0,1,https://en.wikipedia.org/wiki/Kelly_Osbourne,F,Kelly Osbourne,,
A600,Styles,1.0,,,,,0,,,Styles,,
A601,The Hives,1.0,,Sweden,,5.0,1,https://en.wikipedia.org/wiki/The_Hives,,The Hives,,
A602,Slum Village,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Slum_Village,,Slum Village,Michigan,MI
A603,Daniel Bedingfield,1.0,,United Kingdom,1979-12-03,1.0,1,https://en.wikipedia.org/wiki/Daniel_Bedingfield,M,Daniel Bedingfield,,
A604,Bruce Springsteen,1.0,,United States,1949-09-23,1.0,1,https://en.wikipedia.org/wiki/Bruce_Springsteen,M,Bruce Springsteen,New Jersey,NJ
A605,Jack Johnson,1.0,,,1975-05-18,1.0,1,https://en.wikipedia.org/wiki/Jack_Johnson_(musician),M,Jack Johnson,,
A606,Yasmeen,1.0,,,,,0,,,Yasmeen,,
A607,Our Lady Peace,1.0,,Canada,,4.0,1,https://en.wikipedia.org/wiki/Our_Lady_Peace,,Our Lady Peace,,
A608,Justin Timberlake,1.0,Justin Randall Timberlake,United States,1981-01-31,1.0,1,https://en.wikipedia.org/wiki/Justin_Timberlake,M,Justin Timberlake,Tennessee,TN
A609,New Found Glory,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/New_Found_Glory,,New Found Glory,Florida,FL
A610,Kelly Clarkson,1.0,Kelly Brianne Clarkson,United States,1982-04-24,1.0,1,https://en.wikipedia.org/wiki/Kelly_Clarkson,F,Kelly Clarkson,Texas,TX
A611,Disturbed,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Disturbed_(band),,Disturbed,Illinois,IL
A612,Kelly Rowland,1.0,Kelendria Trene Rowland,United States,1981-02-11,1.0,1,https://en.wikipedia.org/wiki/Kelly_Rowland,F,Kelly Rowland,Georgia,GA
A613,Norah Jones,1.0,Geethali Norah Jones Shankar,United States,1979-03-30,1.0,1,https://en.wikipedia.org/wiki/Norah_Jones,F,Norah Jones,New York,NY
A614,Pastor Troy,1.0,,United States,1977-11-18,1.0,1,https://en.wikipedia.org/wiki/Pastor_Troy,M,Pastor Troy,Georgia,GA
A615,Las Ketchup,1.0,,Spain,,3.0,1,https://en.wikipedia.org/wiki/Las_Ketchup,,Las Ketchup,,
A616,Benzino,1.0,,United States,1965-07-18,1.0,1,https://en.wikipedia.org/wiki/Benzino,M,Benzino,Massachusetts,MA
A617,Nirvana,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Nirvana_(band),,Nirvana,Washington,WA
A618,Oakenfold,1.0,,United Kingdom,1963-08-30,1.0,1,https://en.wikipedia.org/wiki/Paul_Oakenfold,,Oakenfold,,
A619,TRUSTcompany,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Trust_Company_(band),,Trustcompany,Alabama,AL
A620,Heather Headley,1.0,,The Carrebian,1974-10-05,1.0,1,https://en.wikipedia.org/wiki/Heather_Headley,F,Heather Headley,,
A621,Stone Sour,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Stone_Sour,,Stone Sour,Iowa,IA
A622,Lasgo,1.0,,Belgium,,2.0,1,https://en.wikipedia.org/wiki/Lasgo,,Lasgo,,
A623,Rebecca Lynn Howard,1.0,,United States,1979-04-24,1.0,1,https://en.wikipedia.org/wiki/Rebecca_Lynn_Howard,F,Rebecca Lynn Howard,Kentucky,KY
A624,Baby,1.0,Bryan Christopher Brooks,United States,1969-02-15,1.0,1,https://en.wikipedia.org/wiki/Birdman_(rapper),M,Baby,Louisiana,LA
A625,Audioslave,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Audioslave,,Audioslave,California,CA
A626,50 Cent,1.0,Curtis James Jackson III,United States,1975-07-06,1.0,1,https://en.wikipedia.org/wiki/50_Cent,M,50 Cent,New York,NY
A627,Chevelle,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Chevelle_(band),,Chevelle,Illinois,IL
A628,Good Charlotte,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Good_Charlotte,,Good Charlotte,Maryland,MD
A629,Saliva,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Saliva_(band),,Saliva,Tennessee,TN
A630,Field Mob,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Field_Mob,,Field Mob,Georgia,GA
A631,Aaron Lines,1.0,,Canada,1977-11-17,1.0,1,https://en.wikipedia.org/wiki/Aaron_Lines,M,Aaron Lines,,
A632,Seether,1.0,,South Africa,,4.0,1,https://en.wikipedia.org/wiki/Seether,,Seether,,
A633,Queens Of The Stone Age,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age,,Queens Of The Stone Age,Washington,WA
A634,Telepopmusik,1.0,,France,,3.0,1,https://en.wikipedia.org/wiki/T%C3%A9l%C3%A9popmusik,,Telepopmusik,,
A635,Smilez,1.0,,,,,0,,,Smilez,,
A636,t.A.T.u.,1.0,,Russia,,1.0,1,https://en.wikipedia.org/wiki/T.A.T.u.,M,Tatu,,
A637,JC Chasez,1.0,,United States,1976-08-08,1.0,1,https://en.wikipedia.org/wiki/JC_Chasez,M,Jc Chasez,New York,NY
A638,Wayne Wonder,1.0,,Jamaica,1972-07-26,1.0,1,https://en.wikipedia.org/wiki/Wayne_Wonder,M,Wayne Wonder,,
A639,Jennifer Hanson,1.0,,United States,1973-08-10,1.0,1,https://en.wikipedia.org/wiki/Jennifer_Hanson,F,Jennifer Hanson,California,CA
A640,Freeway,1.0,,United States,1978-08-06,1.0,1,https://en.wikipedia.org/wiki/Freeway_(rapper),M,Freeway,Pennsylvania,PA
A641,Simple Plan,1.0,,Canada,,4.0,1,https://en.wikipedia.org/wiki/Simple_Plan,,Simple Plan,,
A642,Killer Mike,1.0,,United States,1975-04-20,1.0,1,https://en.wikipedia.org/wiki/Killer_Mike,M,Killer Mike,Georgia,GA
A643,Vivian Green,1.0,,United States,1979-05-22,1.0,1,https://en.wikipedia.org/wiki/Vivian_Green,F,Vivian Green,Pennsylvania,PA
A644,Marques Houston,1.0,Marques Barrett Houston,United States,1981-08-04,1.0,1,https://en.wikipedia.org/wiki/Marques_Houston,M,Marques Houston,California,CA
A645,Choppa,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Choppa,M,Choppa,Louisiana,LA
A646,Evanescence,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Evanescence,,Evanescence,Arkansas,AR
A647,Boomkat,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Boomkat,,Boomkat,Pennsylvania,PA
A648,Bowling For Soup,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Bowling_for_Soup,,Bowling For Soup,Texas,TX
A649,Floetry,1.0,,United Kingdom,,2.0,1,https://en.wikipedia.org/wiki/Floetry,,Floetry,,
A650,Talib Kweli,1.0,,,1975-10-03,1.0,1,https://en.wikipedia.org/wiki/Talib_Kweli,M,Talib Kweli,,
A651,Trapt,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Trapt,,Trapt,California,CA
A652,Bone Crusher,1.0,,United States,1971-08-23,1.0,1,https://en.wikipedia.org/wiki/Bone_Crusher_(rapper),M,Bone Crusher,Georgia,GA
A653,Frankie J,1.0,,United States,1975-12-07,1.0,1,https://en.wikipedia.org/wiki/Frankie_J,M,Frankie J,California,CA
A654,Reina,1.0,,,1975-05-13,1.0,1,https://en.wikipedia.org/wiki/Reina_(singer),F,Reina,,
A655,Panjabi MC,1.0,,United Kingdom,1969-02-14,1.0,1,https://en.wikipedia.org/wiki/Panjabi_MC,,Panjabi Mc,,
A656,Godsmack,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Godsmack,,Godsmack,Massachusetts,MA
A657,Joe Budden,1.0,,United States,1980-08-31,1.0,1,https://en.wikipedia.org/wiki/Joe_Budden,M,Joe Budden,New York,NY
A658,Cold,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Cold_(band),,Cold,Florida,FL
A659,Keith Murray,1.0,,United States,1972-05-29,1.0,1,https://en.wikipedia.org/wiki/Keith_Murray,M,Keith Murray,New York,NY
A660,Jimmy Wayne,1.0,,United States,1972-10-23,1.0,1,https://en.wikipedia.org/wiki/Jimmy_Wayne,M,Jimmy Wayne,Tennessee,TN
A661,David Banner,1.0,,United States,1974-04-11,1.0,1,https://en.wikipedia.org/wiki/David_Banner,M,David Banner,Mississippi,MS
A662,American Idol Finalists,0.0,,,,,0,,,American Idol Finalists,,
A663,Jason Mraz,1.0,Jason Thomas Mraz,United States,1977-06-23,1.0,1,https://en.wikipedia.org/wiki/Jason_Mraz,M,Jason Mraz,Virginia,VA
A664,Stagga Lee,0.0,,United States,1975-07-04,1.0,1,https://en.wikipedia.org/wiki/Stagga_Lee,M,Stagga Lee,New York,NY
A665,Stacie Orrico,1.0,,United States,1986-03-03,1.0,1,https://en.wikipedia.org/wiki/Stacie_Orrico,F,Stacie Orrico,Washington,WA
A666,Hitman Sammy Sam,1.0,,,,,0,,,Hitman Sammy Sam,,
A667,Chingy,1.0,,United States,1980-03-09,1.0,1,https://en.wikipedia.org/wiki/Chingy,M,Chingy,Missouri,MO
A668,Loon,1.0,,United States,1975-06-20,1.0,1,https://en.wikipedia.org/wiki/Loon_(rapper),M,Loon,New York,NY
A669,Beyonce,1.0,Beyoncé Giselle Knowles,United States,1981-09-04,1.0,1,https://en.wikipedia.org/wiki/Beyonc%C3%A9,F,Beyonce,Texas,TX
A670,Jeff Bates,1.0,,United States,1963-09-19,1.0,1,https://en.wikipedia.org/wiki/Jeff_Bates,M,Jeff Bates,Mississippi,MS
A671,The White Stripes,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/The_White_Stripes,M,The White Stripes,Michigan,MI
A672,Lumidee,1.0,,United States,1984-10-13,1.0,1,https://en.wikipedia.org/wiki/Lumidee,F,Lumidee,New York,NY
A673,Craig Morgan,1.0,,United States,1964-07-17,1.0,1,https://en.wikipedia.org/wiki/Craig_Morgan,M,Craig Morgan,Tennessee,TN
A674,Kiley Dean,0.0,,United States,1982-04-12,1.0,1,https://en.wikipedia.org/wiki/Kiley_Dean,F,Kiley Dean,Florida,FL
A675,Thalia,1.0,Ariadna Thalía Sodi Miranda,Mexico,1971-08-26,1.0,1,https://en.wikipedia.org/wiki/Thal%C3%ADa,F,Thalia,,
A676,Pharrell,1.0,Pharrell Lanscilo Williams[1],United States,1973-04-05,1.0,1,https://en.wikipedia.org/wiki/Pharrell_Williams,M,Pharrell,Virginia,VA
A677,The All-American Rejects,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/The_All-American_Rejects,,The Allamerican Rejects,Oklahoma,OK
A678,Buddy Jewell,1.0,,United States,1961-04-02,1.0,1,https://en.wikipedia.org/wiki/Buddy_Jewell,M,Buddy Jewell,Arkansas,AR
A679,Dierks Bentley,1.0,,United States,1975-11-20,1.0,1,https://en.wikipedia.org/wiki/Dierks_Bentley,M,Dierks Bentley,Arizona,AZ
A680,Clay Aiken,1.0,Clayton Holmes Grissom[1],United States,1978-11-30,1.0,1,https://en.wikipedia.org/wiki/Clay_Aiken,M,Clay Aiken,North Carolina,NC
A681,Ruben Studdard,1.0,,United States,1978-09-12,1.0,1,https://en.wikipedia.org/wiki/Ruben_Studdard,M,Ruben Studdard,Alabama,AL
A682,Wynonna,1.0,,,,,0,,,Wynonna,,
A683,Brian McComas,1.0,,United States,1972-05-23,1.0,1,https://en.wikipedia.org/wiki/Brian_McComas,,Brian Mccomas,Arkansas,AR
A684,Elephant Man,1.0,Joseph Carey Merrick,United Kingdom,1862-08-05,1.0,1,https://en.wikipedia.org/wiki/Joseph_Merrick,,Elephant Man,,
A685,The Ataris,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/The_Ataris,,The Ataris,Indiana,IN
A686,Jane's Addiction,1.0,,United States,1985,1.0,1,https://en.wikipedia.org/wiki/Jane%27s_Addiction,,Janes Addiction,California,CA
A687,Eagles,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Eagles_(band),,Eagles,California,CA
A688,T.I.,1.0,Clifford Joseph Harris Jr.,United States,1980-09-25,1.0,1,https://en.wikipedia.org/wiki/T.I.,M,Ti,Georgia,GA
A689,Young Gunz,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Young_Gunz,,Young Gunz,Pennsylvania,PA
A690,YoungBloodZ,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/YoungBloodZ,,Youngbloodz,Georgia,GA
A691,Josh Kelley,1.0,,United States,1980-01-30,1.0,1,https://en.wikipedia.org/wiki/Josh_Kelley,M,Josh Kelley,Georgia,GA
A692,Hilary Duff,1.0,Hilary Erhard Duff,United States,1987-09-28,1.0,1,https://en.wikipedia.org/wiki/Hilary_Duff,F,Hilary Duff,Texas,TX
A693,Nick Cannon,1.0,Nicholas Scott Cannon,United States,1980-10-08,1.0,1,https://en.wikipedia.org/wiki/Nick_Cannon,M,Nick Cannon,California,CA
A694,Javier,1.0,,United States,1978-04-29,1.0,1,https://en.wikipedia.org/wiki/Javier_Colon,M,Javier,Connecticut,CT
A695,Baby Bash,1.0,,United States,1969-10-18,1.0,1,https://en.wikipedia.org/wiki/Baby_Bash,,Baby Bash,California,CA
A696,Maroon 5,1.0,,United States,,6.0,1,https://en.wikipedia.org/wiki/Maroon_5,,Maroon 5,California,CA
A697,Billy Currington,1.0,,United States,1973-11-19,1.0,1,https://en.wikipedia.org/wiki/Billy_Currington,M,Billy Currington,Georgia,GA
A698,The Roc Project,1.0,,,,,0,,,The Roc Project,,
A699,Pat Green,1.0,,United States,1972-04-05,1.0,1,https://en.wikipedia.org/wiki/Pat_Green,M,Pat Green,Texas,TX
A700,Obie Trice,1.0,,United States,1977-11-14,1.0,1,https://en.wikipedia.org/wiki/Obie_Trice,M,Obie Trice,Michigan,MI
A701,BT,1.0,,United States,1971-10-04,1.0,1,https://en.wikipedia.org/wiki/BT_(musician),M,Bt,Maryland,MD
A702,Liz Phair,1.0,,United States,1967-04-17,1.0,1,https://en.wikipedia.org/wiki/Liz_Phair,F,Liz Phair,Illinois,IL
A703,Dwele,1.0,,United States,1978-02-14,1.0,1,https://en.wikipedia.org/wiki/Dwele,M,Dwele,Michigan,MI
A704,A Perfect Circle,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/A_Perfect_Circle,,A Perfect Circle,California,CA
A705,Rodney Atkins,1.0,,United States,1969-03-28,1.0,1,https://en.wikipedia.org/wiki/Rodney_Atkins,M,Rodney Atkins,Tennessee,TN
A706,The Rolling Stones,1.0,,United Kingdom,,3.0,1,https://en.wikipedia.org/wiki/The_Rolling_Stones,,The Rolling Stones,,
A707,Fountains Of Wayne,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Fountains_of_Wayne,,Fountains Of Wayne,New York,NY
A708,Murphy Lee,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Murphy_Lee,M,Murphy Lee,Missouri,MO
A709,MercyMe,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/MercyMe,,Mercyme,Oklahoma,OK
A710,M.V.P. (Most Valuable Playas),0.0,,,,,0,,,Mvp,,
A711,Seal,1.0,,United Kingdom,1963-02-19,1.0,1,https://en.wikipedia.org/wiki/Seal_(musician),M,Seal,,
A712,Bad Boy's Da Band,1.0,,United States,,6.0,1,https://en.wikipedia.org/wiki/Da_Band,,Bad Boys Da Band,New York,NY
A713,G Unit,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/G-Unit,,G Unit,New York,NY
A714,Fefe Dobson,1.0,,Canada,1985-02-28,1.0,1,https://en.wikipedia.org/wiki/Fefe_Dobson,F,Fefe Dobson,,
A715,Scotty Emerick,1.0,,United States,1973-07-11,1.0,1,https://en.wikipedia.org/wiki/Scotty_Emerick,M,Scotty Emerick,Florida,FL
A716,Three Days Grace,1.0,,Canada,,5.0,1,https://en.wikipedia.org/wiki/Three_Days_Grace,,Three Days Grace,,
A717,Kanye West,1.0,Kanye Omari West,United States,1977-06-08,1.0,1,https://en.wikipedia.org/wiki/Kanye_West,M,Kanye West,Georgia,GA
A718,Smokie Norful,1.0,,United States,1975-10-31,1.0,1,https://en.wikipedia.org/wiki/Smokie_Norful,M,Smokie Norful,Oklahoma,OK
A719,Twista,1.0,,United States,1973-11-27,1.0,1,https://en.wikipedia.org/wiki/Twista,M,Twista,Illinois,IL
A720,Westside Connection,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Westside_Connection,,Westside Connection,California,CA
A721,Eamon,1.0,,United States,1983-09-19,1.0,1,https://en.wikipedia.org/wiki/Eamon_(singer),M,Eamon,New York,NY
A722,Josh Turner,1.0,,United States,1977-11-20,1.0,1,https://en.wikipedia.org/wiki/Josh_Turner,M,Josh Turner,South Carolina,SC
A723,Jet,1.0,,Australia,,4.0,1,https://en.wikipedia.org/wiki/Jet_(band),,Jet,,
A724,Cassidy,1.0,,,1982-07-07,1.0,1,https://en.wikipedia.org/wiki/Cassidy_(rapper),M,Cassidy,,
A725,Trillville,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Trillville,,Trillville,Georgia,GA
A726,Ryan Duarte,1.0,,,,,0,,,Ryan Duarte,,
A727,J-Kwon,1.0,,United States,1986-03-28,1.0,1,https://en.wikipedia.org/wiki/J-Kwon,M,Jkwon,Missouri,MO
A728,Sleepy Brown,1.0,,United States,1970-01-24,1.0,1,https://en.wikipedia.org/wiki/Sleepy_Brown,M,Sleepy Brown,Georgia,GA
A729,Mario Winans,1.0,,United States,1974-08-29,1.0,1,https://en.wikipedia.org/wiki/Mario_Winans,M,Mario Winans,South Carolina,SC
A730,T.O.K.,1.0,,Jamaica,,4.0,1,https://en.wikipedia.org/wiki/T.O.K.,,Tok,,
A731,Big,1.0,,,,,0,,,Big,,
A732,Sarah Connor,1.0,,United States,1980-06-13,1.0,1,https://en.wikipedia.org/wiki/Sarah_Connor_(singer),F,Sarah Connor,,
A733,Lil' Flip,1.0,,United States,1981-03-03,1.0,1,https://en.wikipedia.org/wiki/Lil%27_Flip,M,Lil Flip,Texas,TX
A734,Yeah Yeah Yeahs,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Yeah_Yeah_Yeahs,,Yeah Yeah Yeahs,New York,NY
A735,Frankee,1.0,,United States,1983-06-09,1.0,1,https://en.wikipedia.org/wiki/Frankee,F,Frankee,New York,NY
A736,Josh Groban,1.0,,United States,1981-02-27,1.0,1,https://en.wikipedia.org/wiki/Josh_Groban,M,Josh Groban,California,CA
A737,Angel City,1.0,,Netherlands,,,1,https://en.wikipedia.org/wiki/Zentveld_%26_Oomen,,Angel City,,
A738,Mr. Vegas,1.0,,Jamaica,1974-12-29,1.0,1,https://en.wikipedia.org/wiki/Mr._Vegas,,Mr Vegas,,
A739,Kimberley Locke,1.0,,United States,1978-01-03,1.0,1,https://en.wikipedia.org/wiki/Kimberley_Locke,F,Kimberley Locke,Tennessee,TN
A740,Switchfoot,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Switchfoot,,Switchfoot,California,CA
A741,Blue County,1.0,,,,,0,,,Blue County,,
A742,Gretchen Wilson,1.0,,United States,1973-06-26,1.0,1,https://en.wikipedia.org/wiki/Gretchen_Wilson,F,Gretchen Wilson,Tennessee,TN
A743,JoJo,1.0,Joanna Noëlle Levesque,United States,1990-12-20,1.0,1,https://en.wikipedia.org/wiki/JoJo_(singer),F,Jojo,Vermont,VT
A744,Pitbull,1.0,Armando Christian Pérez,United States,1981-01-15,1.0,1,https://en.wikipedia.org/wiki/Pitbull_(rapper),M,Pitbull,Florida,FL
A745,Yung Wun,1.0,,United States,1982-05-05,1.0,1,https://en.wikipedia.org/wiki/Yung_Wun,M,Yung Wun,Georgia,GA
A746,311,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/311_(band),,311,Nebraska,NE
A747,Nina Sky,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Nina_Sky,,Nina Sky,New York,NY
A748,Lostprophets,1.0,,United Kingdom,,1.0,1,https://en.wikipedia.org/wiki/Lostprophets,,Lostprophets,,
A749,David Lee Murphy,1.0,,United States,1959-01-07,1.0,1,https://en.wikipedia.org/wiki/David_Lee_Murphy,,David Lee Murphy,Illinois,IL
A750,Jadakiss,1.0,,United States,1975-05-27,1.0,1,https://en.wikipedia.org/wiki/Jadakiss,M,Jadakiss,New York,NY
A751,Velvet Revolver,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Velvet_Revolver,,Velvet Revolver,California,CA
A752,Lloyd Banks,1.0,,United States,1982-04-30,1.0,1,https://en.wikipedia.org/wiki/Lloyd_Banks,M,Lloyd Banks,New York,NY
A753,Los Lonely Boys,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Los_Lonely_Boys,,Los Lonely Boys,Texas,TX
A754,Yellowcard,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Yellowcard,,Yellowcard,Florida,FL
A755,Lloyd,1.0,,United States,1986-01-03,1.0,1,https://en.wikipedia.org/wiki/Lloyd_(singer),M,Lloyd,Georgia,GA
A756,Mis-Teeq,1.0,,United Kingdom,,1.0,1,https://en.wikipedia.org/wiki/Mis-Teeq,F,Misteeq,,
A757,Kevin Lyttle,1.0,,The Carrebian,1976-09-14,1.0,1,https://en.wikipedia.org/wiki/Kevin_Lyttle,,Kevin Lyttle,,
A758,Teena Marie,1.0,,United States,1956-03-05,1.0,1,https://en.wikipedia.org/wiki/Teena_Marie,F,Teena Marie,California,CA
A759,Dilated Peoples,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Dilated_Peoples,,Dilated Peoples,California,CA
A760,Modest Mouse,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Modest_Mouse,,Modest Mouse,Washington,WA
A761,Cherie,1.0,,France,1984-10-10,1.0,1,https://en.wikipedia.org/wiki/Cyndi_Almouzni,F,Cherie,,
A762,Maria Mena,1.0,,Norway,1986-02-19,1.0,1,https://en.wikipedia.org/wiki/Maria_Mena,F,Maria Mena,,
A763,Akon,1.0,Aliaune Damala Bouga Time Puru Nacka Lu Lu Lu Badara Akon Thiam[1],United States,1973-04-16,1.0,1,https://en.wikipedia.org/wiki/Akon,M,Akon,Missouri,MO
A764,Sugababes,1.0,,United Kingdom,,3.0,1,https://en.wikipedia.org/wiki/Sugababes,,Sugababes,,
A765,Jimmy Buffett,1.0,James William Buffett,United States,1946-12-25,1.0,1,https://en.wikipedia.org/wiki/Jimmy_Buffett,M,Jimmy Buffett,Mississippi,MS
A766,Houston,1.0,,United States,1983-10-26,1.0,1,https://en.wikipedia.org/wiki/Houston_(singer),M,Houston,California,CA
A767,Terror Squad,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Terror_Squad_(group),,Terror Squad,New York,NY
A768,Ciara,1.0,Ciara Princess Harris,United States,1985-10-25,1.0,1,https://en.wikipedia.org/wiki/Ciara,F,Ciara,Texas,TX
A769,Ric-A-Che,1.0,,,,,0,,,Ricache,,
A770,Ashlee Simpson,1.0,Ashley Nicolle Simpson[1][2],United States,1984-10-03,1.0,1,https://en.wikipedia.org/wiki/Ashlee_Simpson,F,Ashlee Simpson,Texas,TX
A771,Josh Gracin,1.0,,United States,1980-10-18,1.0,1,https://en.wikipedia.org/wiki/Josh_Gracin,M,Josh Gracin,Michigan,MI
A772,Patti LaBelle,1.0,,United States,1944-05-24,1.0,1,https://en.wikipedia.org/wiki/Patti_LaBelle,F,Patti Labelle,Pennsylvania,PA
A773,Franz Ferdinand,1.0,,United Kingdom,,5.0,1,https://en.wikipedia.org/wiki/Franz_Ferdinand_(band),,Franz Ferdinand,,
A774,Fantasia,1.0,Fantasia Monique Barrino,United States,1984-06-30,1.0,1,https://en.wikipedia.org/wiki/Fantasia_(singer),F,Fantasia,North Carolina,NC
A775,Play-N-Skillz,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Play-N-Skillz,,Playnskillz,Texas,TX
A776,Diana DeGarmo,1.0,,United States,1987-06-16,1.0,1,https://en.wikipedia.org/wiki/Diana_DeGarmo,F,Diana Degarmo,Georgia,GA
A777,Lil Scrappy,1.0,,United States,1984-01-19,1.0,1,https://en.wikipedia.org/wiki/Lil_Scrappy,M,Lil Scrappy,Georgia,GA
A778,Julie Roberts,1.0,,United States,1979-02-01,1.0,1,https://en.wikipedia.org/wiki/Julie_Roberts,F,Julie Roberts,South Carolina,SC
A779,Finger Eleven,1.0,,Canada,,5.0,1,https://en.wikipedia.org/wiki/Finger_Eleven,,Finger Eleven,,
A780,Young Buck,1.0,,United States,1981-03-15,1.0,1,https://en.wikipedia.org/wiki/Young_Buck,M,Young Buck,Tennessee,TN
A781,Shawnna,0.0,,United States,1978-01-03,1.0,1,https://en.wikipedia.org/wiki/Shawnna,F,Shawnna,Illinois,IL
A782,Ryan Cabrera,1.0,,United States,1982-07-18,1.0,1,https://en.wikipedia.org/wiki/Ryan_Cabrera,M,Ryan Cabrera,Texas,TX
A783,Crossfade,1.0,,,,,0,,,Crossfade,,
A784,New Edition,1.0,,United States,,6.0,1,https://en.wikipedia.org/wiki/New_Edition,,New Edition,Massachusetts,MA
A785,Anita Baker,0.0,,United States,1958-01-26,1.0,1,https://en.wikipedia.org/wiki/Anita_Baker,F,Anita Baker,Michigan,MI
A786,Green Day,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Green_Day,,Green Day,California,CA
A787,Crime Mob,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Crime_Mob,,Crime Mob,Georgia,GA
A788,Anthony Hamilton,1.0,,United States,1971-01-28,1.0,1,https://en.wikipedia.org/wiki/Anthony_Hamilton_(musician),M,Anthony Hamilton,North Carolina,NC
A789,The Killers,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/The_Killers,,The Killers,Nevada,NV
A790,Dem Franchize Boyz,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Dem_Franchize_Boyz,,Dem Franchize Boyz,Georgia,GA
A791,Mynt,1.0,,,,1.0,1,https://en.wikipedia.org/wiki/Mynt,,Mynt,,
A792,Breaking Benjamin,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Breaking_Benjamin,,Breaking Benjamin,Pennsylvania,PA
A793,Nitty,1.0,,United States,1977-12-23,1.0,1,https://en.wikipedia.org/wiki/Nitty_(musician),M,Nitty,New York,NY
A794,John Legend,1.0,John Roger Stephens,United States,1978-12-28,1.0,1,https://en.wikipedia.org/wiki/John_Legend,M,John Legend,Ohio,OH
A795,Rupee,1.0,,Barbados,1975-09-10,1.0,1,https://en.wikipedia.org/wiki/Rupee_(musician),,Rupee,,
