,ArtistID,Main Artist,Spotify Found,Full Name,Country,Birth Date,Group Members,Found Wiki,Wiki URL,Gender,Cleaned Main Artist,US State,State ID,nb wins,nb nominations,win rate
563,A563,Vanessa Carlton,1.0,Vanessa Lee Carlton,United States,1980-08-16,1.0,1,https://en.wikipedia.org/wiki/Vanessa_Carlton,F,Vanessa Carlton,Pennsylvania,PA,0,2,0.0
564,A564,Darren Hayes,1.0,Darren Stanley Hayes,Australia,1972-05-08,1.0,1,https://en.wikipedia.org/wiki/Darren_Hayes,M,Darren Hayes,,,-1,0,
565,A565,X-Ecutioners,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/The_X-Ecutioners,,Xecutioners,New York,NY,-1,0,
566,A566,Nappy Roots,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Nappy_Roots,,Nappy Roots,Kentucky,KY,-1,0,
567,A567,Knoc-Turn'Al,1.0,,United States,1975-05-12,1.0,1,https://en.wikipedia.org/wiki/Knoc-turn%27al,M,Knocturnal,California,CA,-1,0,
568,A568,Jimmy Eat World,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Jimmy_Eat_World,,Jimmy Eat World,Arizona,AZ,-1,0,
569,A569,Emerson Drive,1.0,,Canada,,1.0,1,https://en.wikipedia.org/wiki/Emerson_Drive,,Emerson Drive,,,-1,0,
570,A570,Ms. Jade,1.0,,United States,1979-08-03,1.0,1,https://en.wikipedia.org/wiki/Ms._Jade,F,Ms Jade,Pennsylvania,PA,-1,0,
571,A571,Steve Azar,1.0,,United States,1964-04-11,1.0,1,https://en.wikipedia.org/wiki/Steve_Azar,M,Steve Azar,Tennessee,TN,-1,0,
572,A572,Cee-Lo,1.0,,United States,1975-05-30,1.0,1,https://en.wikipedia.org/wiki/CeeLo_Green,M,Ceelo,Georgia,GA,0,2,0.0
573,A573,Big Tymers,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Big_Tymers,,Big Tymers,Louisiana,LA,-1,0,
574,A574,Truth Hurts,1.0,,United States,1971-10-10,1.0,1,https://en.wikipedia.org/wiki/Truth_Hurts_(singer),F,Truth Hurts,Missouri,MO,-1,0,
575,A575,Remy Shand,1.0,,Canada,,1.0,1,https://en.wikipedia.org/wiki/Remy_Shand,M,Remy Shand,,,-1,0,
576,A576,Paulina Rubio,1.0,Paulina Susana Rubio Dosamantes,Mexico,1971-06-17,1.0,1,https://en.wikipedia.org/wiki/Paulina_Rubio,F,Paulina Rubio,,,-1,0,
577,A577,Sean Paul,1.0,Sean Paul Ryan Francis Henriques,Jamaica,1973-01-09,1.0,1,https://en.wikipedia.org/wiki/Sean_Paul,M,Sean Paul,,,-1,0,
578,A578,Dirty Vegas,1.0,,United Kingdom,,2.0,1,https://en.wikipedia.org/wiki/Dirty_Vegas,,Dirty Vegas,,,-1,0,
579,A579,Chad Kroeger,1.0,Chad Robert Turton,Canada,1974-11-15,1.0,1,https://en.wikipedia.org/wiki/Chad_Kroeger,M,Chad Kroeger,,,-1,0,
580,A580,Scarface,1.0,,United States,1970-11-09,1.0,1,https://en.wikipedia.org/wiki/Scarface_(rapper),M,Scarface,Texas,TX,-1,0,
581,A581,B Rich,1.0,,,,,0,,,B Rich,,,-1,0,
582,A582,Korn,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Korn,,Korn,California,CA,-1,0,
583,A583,Pilar Montenegro,1.0,María del Pilar Montenegro López,Mexico,1972-05-31,1.0,1,https://en.wikipedia.org/wiki/Pilar_Montenegro,F,Pilar Montenegro,,,-1,0,
584,A584,Khia,1.0,Khia Shamone Chambers,United States,1976-11-08,1.0,1,https://en.wikipedia.org/wiki/Khia,F,Khia,Pennsylvania,PA,-1,0,
585,A585,Mario,1.0,,United States,1986-08-27,1.0,1,https://en.wikipedia.org/wiki/Mario_(singer),M,Mario,Maryland,MD,-1,0,
586,A586,Jade Anderson,0.0,,United Kingdom,,1.0,1,https://en.wikipedia.org/wiki/Jade_Anderson,F,Jade Anderson,,,-1,0,
587,A587,Clipse,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Clipse,,Clipse,Virginia,VA,-1,0,
588,A588,John Mayer,1.0,,,1977-10-16,1.0,1,https://en.wikipedia.org/wiki/John_Mayer,M,John Mayer,,,1,1,1.0
589,A589,Avril Lavigne,1.0,Avril Ramona Lavigne,Canada,1984-09-27,1.0,1,https://en.wikipedia.org/wiki/Avril_Lavigne,F,Avril Lavigne,,,0,2,0.0
590,A590,Kellie Coffey,1.0,,United States,1971-04-22,1.0,1,https://en.wikipedia.org/wiki/Kellie_Coffey,F,Kellie Coffey,Oklahoma,OK,-1,0,
591,A591,DJ Sammy,1.0,,Spain,1969-10-19,1.0,1,https://en.wikipedia.org/wiki/DJ_Sammy,,Dj Sammy,,,-1,0,
592,A592,Joe Nichols,1.0,,United States,1976-11-26,1.0,1,https://en.wikipedia.org/wiki/Joe_Nichols,,Joe Nichols,Arkansas,AR,-1,0,
593,A593,Amerie,1.0,,United States,1980-01-12,1.0,1,https://en.wikipedia.org/wiki/Amerie,F,Amerie,New York,NY,-1,0,
594,A594,Isyss,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Isyss,,Isyss,California,CA,-1,0,
595,A595,Irv Gotti,0.0,,United States,1970-06-26,1.0,1,https://en.wikipedia.org/wiki/Irv_Gotti,,Irv Gotti,New York,NY,-1,0,
596,A596,Angie Martinez,1.0,,United States,1971-01-09,1.0,1,https://en.wikipedia.org/wiki/Angie_Martinez,M,Angie Martinez,New York,NY,-1,0,
597,A597,Soluna,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Soluna,,Soluna,California,CA,-1,0,
598,A598,Elvis Presley ,1.0,Elvis Aaron Presley[a],United States,1935-01-08,1.0,1,https://en.wikipedia.org/wiki/Elvis_Presley,M,Elvis Presley,Mississippi,MS,-1,0,
599,A599,Kelly Osbourne,1.0,Kelly Michelle Lee Osbourne,United Kingdom,1984-10-27,1.0,1,https://en.wikipedia.org/wiki/Kelly_Osbourne,F,Kelly Osbourne,,,-1,0,
600,A600,Styles,1.0,,,,,0,,,Styles,,,-1,0,
601,A601,The Hives,1.0,,Sweden,,5.0,1,https://en.wikipedia.org/wiki/The_Hives,,The Hives,,,-1,0,
602,A602,Slum Village,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Slum_Village,,Slum Village,Michigan,MI,-1,0,
603,A603,Daniel Bedingfield,1.0,,United Kingdom,1979-12-03,1.0,1,https://en.wikipedia.org/wiki/Daniel_Bedingfield,M,Daniel Bedingfield,,,-1,0,
604,A604,Bruce Springsteen,1.0,,United States,1949-09-23,1.0,1,https://en.wikipedia.org/wiki/Bruce_Springsteen,M,Bruce Springsteen,New Jersey,NJ,0,2,0.0
605,A605,Jack Johnson,1.0,,,1975-05-18,1.0,1,https://en.wikipedia.org/wiki/Jack_Johnson_(musician),M,Jack Johnson,,,-1,0,
606,A606,Yasmeen,1.0,,,,,0,,,Yasmeen,,,-1,0,
607,A607,Our Lady Peace,1.0,,Canada,,4.0,1,https://en.wikipedia.org/wiki/Our_Lady_Peace,,Our Lady Peace,,,-1,0,
608,A608,Justin Timberlake,1.0,Justin Randall Timberlake,United States,1981-01-31,1.0,1,https://en.wikipedia.org/wiki/Justin_Timberlake,M,Justin Timberlake,Tennessee,TN,0,1,0.0
609,A609,New Found Glory,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/New_Found_Glory,,New Found Glory,Florida,FL,-1,0,
610,A610,Kelly Clarkson,1.0,Kelly Brianne Clarkson,United States,1982-04-24,1.0,1,https://en.wikipedia.org/wiki/Kelly_Clarkson,F,Kelly Clarkson,Texas,TX,0,2,0.0
611,A611,Disturbed,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Disturbed_(band),,Disturbed,Illinois,IL,-1,0,
612,A612,Kelly Rowland,1.0,Kelendria Trene Rowland,United States,1981-02-11,1.0,1,https://en.wikipedia.org/wiki/Kelly_Rowland,F,Kelly Rowland,Georgia,GA,-1,0,
613,A613,Norah Jones,1.0,Geethali Norah Jones Shankar,United States,1979-03-30,1.0,1,https://en.wikipedia.org/wiki/Norah_Jones,F,Norah Jones,New York,NY,2,2,1.0
614,A614,Pastor Troy,1.0,,United States,1977-11-18,1.0,1,https://en.wikipedia.org/wiki/Pastor_Troy,M,Pastor Troy,Georgia,GA,-1,0,
615,A615,Las Ketchup,1.0,,Spain,,3.0,1,https://en.wikipedia.org/wiki/Las_Ketchup,,Las Ketchup,,,-1,0,
616,A616,Benzino,1.0,,United States,1965-07-18,1.0,1,https://en.wikipedia.org/wiki/Benzino,M,Benzino,Massachusetts,MA,-1,0,
617,A617,Nirvana,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Nirvana_(band),,Nirvana,Washington,WA,-1,0,
618,A618,Oakenfold,1.0,,United Kingdom,1963-08-30,1.0,1,https://en.wikipedia.org/wiki/Paul_Oakenfold,,Oakenfold,,,-1,0,
619,A619,TRUSTcompany,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Trust_Company_(band),,Trustcompany,Alabama,AL,-1,0,
620,A620,Heather Headley,1.0,,The Carrebian,1974-10-05,1.0,1,https://en.wikipedia.org/wiki/Heather_Headley,F,Heather Headley,,,-1,0,
621,A621,Stone Sour,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Stone_Sour,,Stone Sour,Iowa,IA,-1,0,
622,A622,Lasgo,1.0,,Belgium,,2.0,1,https://en.wikipedia.org/wiki/Lasgo,,Lasgo,,,-1,0,
623,A623,Rebecca Lynn Howard,1.0,,United States,1979-04-24,1.0,1,https://en.wikipedia.org/wiki/Rebecca_Lynn_Howard,F,Rebecca Lynn Howard,Kentucky,KY,-1,0,
624,A624,Baby,1.0,Bryan Christopher Brooks,United States,1969-02-15,1.0,1,https://en.wikipedia.org/wiki/Birdman_(rapper),M,Baby,Louisiana,LA,-1,0,
625,A625,Audioslave,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Audioslave,,Audioslave,California,CA,-1,0,
626,A626,50 Cent,1.0,Curtis James Jackson III,United States,1975-07-06,1.0,1,https://en.wikipedia.org/wiki/50_Cent,M,50 Cent,New York,NY,0,3,0.0
627,A627,Chevelle,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Chevelle_(band),,Chevelle,Illinois,IL,-1,0,
628,A628,Good Charlotte,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Good_Charlotte,,Good Charlotte,Maryland,MD,-1,0,
629,A629,Saliva,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Saliva_(band),,Saliva,Tennessee,TN,-1,0,
630,A630,Field Mob,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Field_Mob,,Field Mob,Georgia,GA,-1,0,
631,A631,Aaron Lines,1.0,,Canada,1977-11-17,1.0,1,https://en.wikipedia.org/wiki/Aaron_Lines,M,Aaron Lines,,,-1,0,
632,A632,Seether,1.0,,South Africa,,4.0,1,https://en.wikipedia.org/wiki/Seether,,Seether,,,-1,0,
633,A633,Queens Of The Stone Age,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age,,Queens Of The Stone Age,Washington,WA,-1,0,
634,A634,Telepopmusik,1.0,,France,,3.0,1,https://en.wikipedia.org/wiki/T%C3%A9l%C3%A9popmusik,,Telepopmusik,,,-1,0,
635,A635,Smilez,1.0,,,,,0,,,Smilez,,,-1,0,
636,A636,t.A.T.u.,1.0,,Russia,,1.0,1,https://en.wikipedia.org/wiki/T.A.T.u.,M,Tatu,,,-1,0,
637,A637,JC Chasez,1.0,,United States,1976-08-08,1.0,1,https://en.wikipedia.org/wiki/JC_Chasez,M,Jc Chasez,New York,NY,-1,0,
638,A638,Wayne Wonder,1.0,,Jamaica,1972-07-26,1.0,1,https://en.wikipedia.org/wiki/Wayne_Wonder,M,Wayne Wonder,,,-1,0,
639,A639,Jennifer Hanson,1.0,,United States,1973-08-10,1.0,1,https://en.wikipedia.org/wiki/Jennifer_Hanson,F,Jennifer Hanson,California,CA,-1,0,
640,A640,Freeway,1.0,,United States,1978-08-06,1.0,1,https://en.wikipedia.org/wiki/Freeway_(rapper),M,Freeway,Pennsylvania,PA,-1,0,
641,A641,Simple Plan,1.0,,Canada,,4.0,1,https://en.wikipedia.org/wiki/Simple_Plan,,Simple Plan,,,-1,0,
642,A642,Killer Mike,1.0,,United States,1975-04-20,1.0,1,https://en.wikipedia.org/wiki/Killer_Mike,M,Killer Mike,Georgia,GA,1,1,1.0
643,A643,Vivian Green,1.0,,United States,1979-05-22,1.0,1,https://en.wikipedia.org/wiki/Vivian_Green,F,Vivian Green,Pennsylvania,PA,-1,0,
644,A644,Marques Houston,1.0,Marques Barrett Houston,United States,1981-08-04,1.0,1,https://en.wikipedia.org/wiki/Marques_Houston,M,Marques Houston,California,CA,-1,0,
645,A645,Choppa,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Choppa,M,Choppa,Louisiana,LA,-1,0,
646,A646,Evanescence,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Evanescence,,Evanescence,Arkansas,AR,-1,0,
647,A647,Boomkat,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/Boomkat,,Boomkat,Pennsylvania,PA,-1,0,
648,A648,Bowling For Soup,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Bowling_for_Soup,,Bowling For Soup,Texas,TX,-1,0,
649,A649,Floetry,1.0,,United Kingdom,,2.0,1,https://en.wikipedia.org/wiki/Floetry,,Floetry,,,-1,0,
650,A650,Talib Kweli,1.0,,,1975-10-03,1.0,1,https://en.wikipedia.org/wiki/Talib_Kweli,M,Talib Kweli,,,-1,0,
651,A651,Trapt,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Trapt,,Trapt,California,CA,-1,0,
652,A652,Bone Crusher,1.0,,United States,1971-08-23,1.0,1,https://en.wikipedia.org/wiki/Bone_Crusher_(rapper),M,Bone Crusher,Georgia,GA,-1,0,
653,A653,Frankie J,1.0,,United States,1975-12-07,1.0,1,https://en.wikipedia.org/wiki/Frankie_J,M,Frankie J,California,CA,-1,0,
654,A654,Reina,1.0,,,1975-05-13,1.0,1,https://en.wikipedia.org/wiki/Reina_(singer),F,Reina,,,-1,0,
655,A655,Panjabi MC,1.0,,United Kingdom,1969-02-14,1.0,1,https://en.wikipedia.org/wiki/Panjabi_MC,,Panjabi Mc,,,-1,0,
656,A656,Godsmack,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Godsmack,,Godsmack,Massachusetts,MA,-1,0,
657,A657,Joe Budden,1.0,,United States,1980-08-31,1.0,1,https://en.wikipedia.org/wiki/Joe_Budden,M,Joe Budden,New York,NY,-1,0,
658,A658,Cold,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Cold_(band),,Cold,Florida,FL,-1,0,
659,A659,Keith Murray,1.0,,United States,1972-05-29,1.0,1,https://en.wikipedia.org/wiki/Keith_Murray,M,Keith Murray,New York,NY,-1,0,
660,A660,Jimmy Wayne,1.0,,United States,1972-10-23,1.0,1,https://en.wikipedia.org/wiki/Jimmy_Wayne,M,Jimmy Wayne,Tennessee,TN,-1,0,
661,A661,David Banner,1.0,,United States,1974-04-11,1.0,1,https://en.wikipedia.org/wiki/David_Banner,M,David Banner,Mississippi,MS,-1,0,
662,A662,American Idol Finalists,0.0,,,,,0,,,American Idol Finalists,,,-1,0,
663,A663,Jason Mraz,1.0,Jason Thomas Mraz,United States,1977-06-23,1.0,1,https://en.wikipedia.org/wiki/Jason_Mraz,M,Jason Mraz,Virginia,VA,0,1,0.0
664,A664,Stagga Lee,0.0,,United States,1975-07-04,1.0,1,https://en.wikipedia.org/wiki/Stagga_Lee,M,Stagga Lee,New York,NY,-1,0,
665,A665,Stacie Orrico,1.0,,United States,1986-03-03,1.0,1,https://en.wikipedia.org/wiki/Stacie_Orrico,F,Stacie Orrico,Washington,WA,-1,0,
666,A666,Hitman Sammy Sam,1.0,,,,,0,,,Hitman Sammy Sam,,,-1,0,
667,A667,Chingy,1.0,,United States,1980-03-09,1.0,1,https://en.wikipedia.org/wiki/Chingy,M,Chingy,Missouri,MO,-1,0,
668,A668,Loon,1.0,,United States,1975-06-20,1.0,1,https://en.wikipedia.org/wiki/Loon_(rapper),M,Loon,New York,NY,-1,0,
669,A669,Beyonce,1.0,Beyoncé Giselle Knowles,United States,1981-09-04,1.0,1,https://en.wikipedia.org/wiki/Beyonc%C3%A9,F,Beyonce,Texas,TX,1,12,0.08333333333333333
670,A670,Jeff Bates,1.0,,United States,1963-09-19,1.0,1,https://en.wikipedia.org/wiki/Jeff_Bates,M,Jeff Bates,Mississippi,MS,-1,0,
671,A671,The White Stripes,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/The_White_Stripes,M,The White Stripes,Michigan,MI,-1,0,
672,A672,Lumidee,1.0,,United States,1984-10-13,1.0,1,https://en.wikipedia.org/wiki/Lumidee,F,Lumidee,New York,NY,-1,0,
673,A673,Craig Morgan,1.0,,United States,1964-07-17,1.0,1,https://en.wikipedia.org/wiki/Craig_Morgan,M,Craig Morgan,Tennessee,TN,-1,0,
674,A674,Kiley Dean,0.0,,United States,1982-04-12,1.0,1,https://en.wikipedia.org/wiki/Kiley_Dean,F,Kiley Dean,Florida,FL,-1,0,
675,A675,Thalia,1.0,Ariadna Thalía Sodi Miranda,Mexico,1971-08-26,1.0,1,https://en.wikipedia.org/wiki/Thal%C3%ADa,F,Thalia,,,-1,0,
676,A676,Pharrell,1.0,Pharrell Lanscilo Williams[1],United States,1973-04-05,1.0,1,https://en.wikipedia.org/wiki/Pharrell_Williams,M,Pharrell,Virginia,VA,-1,0,
677,A677,The All-American Rejects,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/The_All-American_Rejects,,The Allamerican Rejects,Oklahoma,OK,-1,0,
678,A678,Buddy Jewell,1.0,,United States,1961-04-02,1.0,1,https://en.wikipedia.org/wiki/Buddy_Jewell,M,Buddy Jewell,Arkansas,AR,-1,0,
679,A679,Dierks Bentley,1.0,,United States,1975-11-20,1.0,1,https://en.wikipedia.org/wiki/Dierks_Bentley,M,Dierks Bentley,Arizona,AZ,-1,0,
680,A680,Clay Aiken,1.0,Clayton Holmes Grissom[1],United States,1978-11-30,1.0,1,https://en.wikipedia.org/wiki/Clay_Aiken,M,Clay Aiken,North Carolina,NC,-1,0,
681,A681,Ruben Studdard,1.0,,United States,1978-09-12,1.0,1,https://en.wikipedia.org/wiki/Ruben_Studdard,M,Ruben Studdard,Alabama,AL,-1,0,
682,A682,Wynonna,1.0,,,,,0,,,Wynonna,,,-1,0,
683,A683,Brian McComas,1.0,,United States,1972-05-23,1.0,1,https://en.wikipedia.org/wiki/Brian_McComas,,Brian Mccomas,Arkansas,AR,-1,0,
684,A684,Elephant Man,1.0,Joseph Carey Merrick,United Kingdom,1862-08-05,1.0,1,https://en.wikipedia.org/wiki/Joseph_Merrick,,Elephant Man,,,-1,0,
685,A685,The Ataris,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/The_Ataris,,The Ataris,Indiana,IN,-1,0,
686,A686,Jane's Addiction,1.0,,United States,1985,1.0,1,https://en.wikipedia.org/wiki/Jane%27s_Addiction,,Janes Addiction,California,CA,-1,0,
687,A687,Eagles,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/Eagles_(band),,Eagles,California,CA,-1,0,
688,A688,T.I.,1.0,Clifford Joseph Harris Jr.,United States,1980-09-25,1.0,1,https://en.wikipedia.org/wiki/T.I.,M,Ti,Georgia,GA,0,3,0.0
689,A689,Young Gunz,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Young_Gunz,,Young Gunz,Pennsylvania,PA,-1,0,
690,A690,YoungBloodZ,1.0,,United States,,2.0,1,https://en.wikipedia.org/wiki/YoungBloodZ,,Youngbloodz,Georgia,GA,-1,0,
691,A691,Josh Kelley,1.0,,United States,1980-01-30,1.0,1,https://en.wikipedia.org/wiki/Josh_Kelley,M,Josh Kelley,Georgia,GA,-1,0,
692,A692,Hilary Duff,1.0,Hilary Erhard Duff,United States,1987-09-28,1.0,1,https://en.wikipedia.org/wiki/Hilary_Duff,F,Hilary Duff,Texas,TX,-1,0,
693,A693,Nick Cannon,1.0,Nicholas Scott Cannon,United States,1980-10-08,1.0,1,https://en.wikipedia.org/wiki/Nick_Cannon,M,Nick Cannon,California,CA,-1,0,
694,A694,Javier,1.0,,United States,1978-04-29,1.0,1,https://en.wikipedia.org/wiki/Javier_Colon,M,Javier,Connecticut,CT,-1,0,
695,A695,Baby Bash,1.0,,United States,1969-10-18,1.0,1,https://en.wikipedia.org/wiki/Baby_Bash,,Baby Bash,California,CA,-1,0,
696,A696,Maroon 5,1.0,,United States,,6.0,1,https://en.wikipedia.org/wiki/Maroon_5,,Maroon 5,California,CA,-1,0,
697,A697,Billy Currington,1.0,,United States,1973-11-19,1.0,1,https://en.wikipedia.org/wiki/Billy_Currington,M,Billy Currington,Georgia,GA,-1,0,
698,A698,The Roc Project,1.0,,,,,0,,,The Roc Project,,,-1,0,
699,A699,Pat Green,1.0,,United States,1972-04-05,1.0,1,https://en.wikipedia.org/wiki/Pat_Green,M,Pat Green,Texas,TX,-1,0,
700,A700,Obie Trice,1.0,,United States,1977-11-14,1.0,1,https://en.wikipedia.org/wiki/Obie_Trice,M,Obie Trice,Michigan,MI,-1,0,
701,A701,BT,1.0,,United States,1971-10-04,1.0,1,https://en.wikipedia.org/wiki/BT_(musician),M,Bt,Maryland,MD,-1,0,
702,A702,Liz Phair,1.0,,United States,1967-04-17,1.0,1,https://en.wikipedia.org/wiki/Liz_Phair,F,Liz Phair,Illinois,IL,-1,0,
703,A703,Dwele,1.0,,United States,1978-02-14,1.0,1,https://en.wikipedia.org/wiki/Dwele,M,Dwele,Michigan,MI,-1,0,
704,A704,A Perfect Circle,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/A_Perfect_Circle,,A Perfect Circle,California,CA,-1,0,
705,A705,Rodney Atkins,1.0,,United States,1969-03-28,1.0,1,https://en.wikipedia.org/wiki/Rodney_Atkins,M,Rodney Atkins,Tennessee,TN,-1,0,
706,A706,The Rolling Stones,1.0,,United Kingdom,,3.0,1,https://en.wikipedia.org/wiki/The_Rolling_Stones,,The Rolling Stones,,,-1,0,
707,A707,Fountains Of Wayne,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Fountains_of_Wayne,,Fountains Of Wayne,New York,NY,-1,0,
708,A708,Murphy Lee,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Murphy_Lee,M,Murphy Lee,Missouri,MO,-1,0,
709,A709,MercyMe,1.0,,United States,,5.0,1,https://en.wikipedia.org/wiki/MercyMe,,Mercyme,Oklahoma,OK,-1,0,
710,A710,M.V.P. (Most Valuable Playas),0.0,,,,,0,,,Mvp,,,-1,0,
711,A711,Seal,1.0,,United Kingdom,1963-02-19,1.0,1,https://en.wikipedia.org/wiki/Seal_(musician),M,Seal,,,-1,0,
712,A712,Bad Boy's Da Band,1.0,,United States,,6.0,1,https://en.wikipedia.org/wiki/Da_Band,,Bad Boys Da Band,New York,NY,-1,0,
713,A713,G Unit,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/G-Unit,,G Unit,New York,NY,-1,0,
714,A714,Fefe Dobson,1.0,,Canada,1985-02-28,1.0,1,https://en.wikipedia.org/wiki/Fefe_Dobson,F,Fefe Dobson,,,-1,0,
715,A715,Scotty Emerick,1.0,,United States,1973-07-11,1.0,1,https://en.wikipedia.org/wiki/Scotty_Emerick,M,Scotty Emerick,Florida,FL,-1,0,
716,A716,Three Days Grace,1.0,,Canada,,5.0,1,https://en.wikipedia.org/wiki/Three_Days_Grace,,Three Days Grace,,,-1,0,
717,A717,Kanye West,1.0,Kanye Omari West,United States,1977-06-08,1.0,1,https://en.wikipedia.org/wiki/Kanye_West,M,Kanye West,Georgia,GA,5,16,0.3125
718,A718,Smokie Norful,1.0,,United States,1975-10-31,1.0,1,https://en.wikipedia.org/wiki/Smokie_Norful,M,Smokie Norful,Oklahoma,OK,-1,0,
719,A719,Twista,1.0,,United States,1973-11-27,1.0,1,https://en.wikipedia.org/wiki/Twista,M,Twista,Illinois,IL,-1,0,
720,A720,Westside Connection,1.0,,United States,,1.0,1,https://en.wikipedia.org/wiki/Westside_Connection,,Westside Connection,California,CA,-1,0,
721,A721,Eamon,1.0,,United States,1983-09-19,1.0,1,https://en.wikipedia.org/wiki/Eamon_(singer),M,Eamon,New York,NY,-1,0,
722,A722,Josh Turner,1.0,,United States,1977-11-20,1.0,1,https://en.wikipedia.org/wiki/Josh_Turner,M,Josh Turner,South Carolina,SC,-1,0,
723,A723,Jet,1.0,,Australia,,4.0,1,https://en.wikipedia.org/wiki/Jet_(band),,Jet,,,-1,0,
724,A724,Cassidy,1.0,,,1982-07-07,1.0,1,https://en.wikipedia.org/wiki/Cassidy_(rapper),M,Cassidy,,,-1,0,
725,A725,Trillville,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Trillville,,Trillville,Georgia,GA,-1,0,
726,A726,Ryan Duarte,1.0,,,,,0,,,Ryan Duarte,,,-1,0,
727,A727,J-Kwon,1.0,,United States,1986-03-28,1.0,1,https://en.wikipedia.org/wiki/J-Kwon,M,Jkwon,Missouri,MO,-1,0,
728,A728,Sleepy Brown,1.0,,United States,1970-01-24,1.0,1,https://en.wikipedia.org/wiki/Sleepy_Brown,M,Sleepy Brown,Georgia,GA,-1,0,
729,A729,Mario Winans,1.0,,United States,1974-08-29,1.0,1,https://en.wikipedia.org/wiki/Mario_Winans,M,Mario Winans,South Carolina,SC,-1,0,
730,A730,T.O.K.,1.0,,Jamaica,,4.0,1,https://en.wikipedia.org/wiki/T.O.K.,,Tok,,,-1,0,
731,A731,Big,1.0,,,,,0,,,Big,,,-1,0,
732,A732,Sarah Connor,1.0,,United States,1980-06-13,1.0,1,https://en.wikipedia.org/wiki/Sarah_Connor_(singer),F,Sarah Connor,,,-1,0,
733,A733,Lil' Flip,1.0,,United States,1981-03-03,1.0,1,https://en.wikipedia.org/wiki/Lil%27_Flip,M,Lil Flip,Texas,TX,-1,0,
734,A734,Yeah Yeah Yeahs,1.0,,United States,,3.0,1,https://en.wikipedia.org/wiki/Yeah_Yeah_Yeahs,,Yeah Yeah Yeahs,New York,NY,-1,0,
735,A735,Frankee,1.0,,United States,1983-06-09,1.0,1,https://en.wikipedia.org/wiki/Frankee,F,Frankee,New York,NY,-1,0,
736,A736,Josh Groban,1.0,,United States,1981-02-27,1.0,1,https://en.wikipedia.org/wiki/Josh_Groban,M,Josh Groban,California,CA,-1,0,
737,A737,Angel City,1.0,,Netherlands,,,1,https://en.wikipedia.org/wiki/Zentveld_%26_Oomen,,Angel City,,,-1,0,
738,A738,Mr. Vegas,1.0,,Jamaica,1974-12-29,1.0,1,https://en.wikipedia.org/wiki/Mr._Vegas,,Mr Vegas,,,-1,0,
739,A739,Kimberley Locke,1.0,,United States,1978-01-03,1.0,1,https://en.wikipedia.org/wiki/Kimberley_Locke,F,Kimberley Locke,Tennessee,TN,-1,0,
740,A740,Switchfoot,1.0,,United States,,4.0,1,https://en.wikipedia.org/wiki/Switchfoot,,Switchfoot,California,CA,-1,0,
741,A741,Blue County,1.0,,,,,0,,,Blue County,,,-1,0,
742,A742,Gretchen Wilson,1.0,,United States,1973-06-26,1.0,1,https://en.wikipedia.org/wiki/Gretchen_Wilson,F,Gretchen Wilson,Tennessee,TN,-1,0,
743,A743,JoJo,1.0,Joanna Noëlle Levesque,United States,1990-12-20,1.0,1,https://en.wikipedia.org/wiki/JoJo_(singer),F,Jojo,Vermont,VT,-1,0,
